0, 5.419250249862671
1, 5.410543918609619
2, 5.544032096862793
3, 5.23719334602356
4, 5.495290994644165
5, 5.570457458496094
6, 5.539122104644775
7, 5.777398347854614
8, 5.4976489543914795
9, 5.376575946807861
10, 5.60988712310791
11, 5.39913010597229
12, 5.276312351226807
13, 5.394766807556152
14, 5.406468629837036
15, 5.477469205856323
16, 5.496537208557129
17, 5.508812427520752
18, 5.516959190368652
19, 5.347226858139038
20, 5.531262159347534
21, 5.56757116317749
22, 5.337784051895142
23, 5.564184188842773
24, 5.514799118041992
25, 5.398499488830566
26, 5.213857412338257
27, 5.311859846115112
28, 5.37962532043457
29, 5.438523769378662
30, 5.735420227050781
31, 5.821888208389282
32, 5.584641456604004
33, 5.389055013656616
34, 5.432462453842163
35, 5.5650858879089355
36, 5.482822418212891
37, 5.525604963302612
38, 5.2702882289886475
39, 5.428920030593872
40, 5.4833009243011475
41, 5.489141225814819
42, 5.316922426223755
43, 5.4649529457092285
44, 5.417364835739136
45, 5.325541734695435
46, 5.260547399520874
47, 5.487298965454102
48, 5.581376552581787
49, 5.4021995067596436
