0, 15.811343431472778
1, 16.262615442276
2, 15.998019933700562
3, 15.890783071517944
4, 15.987193584442139
5, 15.881529331207275
6, 15.901117324829102
7, 15.980281114578247
8, 15.81330394744873
9, 16.160566806793213
10, 16.011779069900513
11, 16.166844606399536
12, 15.977779388427734
13, 16.9006290435791
14, 16.77694034576416
15, 16.890817642211914
16, 16.28718328475952
17, 16.106323957443237
18, 16.171846866607666
19, 15.994831085205078
20, 15.780977249145508
21, 15.790622472763062
22, 16.078391551971436
23, 15.7996244430542
24, 15.98529577255249
25, 15.768397331237793
26, 15.899667024612427
27, 15.795199871063232
28, 16.08097767829895
29, 15.878484725952148
30, 16.00243091583252
31, 15.988723754882812
32, 15.684461832046509
33, 15.68860650062561
34, 15.989840030670166
35, 15.981302499771118
36, 15.801487922668457
37, 16.19483995437622
38, 15.988591194152832
39, 16.87359118461609
40, 16.490013360977173
41, 15.377281665802002
42, 15.376694202423096
43, 15.709025144577026
44, 15.668240070343018
45, 15.716525793075562
46, 15.6771399974823
47, 15.993557691574097
48, 15.685339212417603
49, 16.39480209350586
