0, 0.24310016632080078
1, 0.26074647903442383
2, 0.2369401454925537
3, 0.20360851287841797
4, 0.22152209281921387
5, 0.2479417324066162
6, 0.3290736675262451
7, 0.24540424346923828
8, 0.3008155822753906
9, 0.26076316833496094
10, 0.2987515926361084
11, 0.23120808601379395
12, 0.2507507801055908
13, 0.192793607711792
14, 0.23301219940185547
15, 0.24721741676330566
16, 0.3106534481048584
17, 0.22129392623901367
18, 0.2150723934173584
19, 0.20549488067626953
20, 0.258441686630249
21, 0.20731616020202637
22, 0.21536731719970703
23, 0.20526456832885742
24, 0.2409980297088623
25, 0.23662090301513672
26, 0.2179715633392334
27, 0.2765684127807617
28, 0.21311545372009277
29, 0.21991801261901855
30, 0.2885420322418213
31, 0.20395255088806152
32, 0.22743558883666992
33, 0.3804018497467041
34, 0.26511263847351074
35, 0.21338391304016113
36, 0.18078112602233887
37, 0.2101280689239502
38, 0.1958916187286377
39, 0.20128726959228516
40, 0.19570016860961914
41, 0.25206828117370605
42, 0.27506303787231445
43, 0.2362229824066162
44, 0.22057771682739258
45, 0.2054297924041748
46, 0.20003199577331543
47, 0.19922399520874023
48, 0.18957781791687012
49, 0.2259061336517334
